THIS ,9.3,http://signage.unitedcenter.com/tvguide/crestron/tvicons/YESNetwork.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,YESNetwork.png
TLC,38,http://signage.unitedcenter.com/tvguide/crestron/tvicons/TLC.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,TLC.png
TNT ,61.2,http://signage.unitedcenter.com/tvguide/crestron/tvicons/TNT.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,TNT.png
Travel ,49.1,http://signage.unitedcenter.com/tvguide/crestron/tvicons/TravelChannel.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,TravelChannel.png
TV Land,42,http://signage.unitedcenter.com/tvguide/crestron/tvicons/TVLand.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,TVLand.png
UCTV /Scoreboard,3.1,http://signage.unitedcenter.com/tvguide/crestron/tvicons/YESNetwork.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,YESNetwork.png
Upcoming Events,98.1,http://signage.unitedcenter.com/tvguide/crestron/tvicons/YESNetwork.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,YESNetwork.png
USA ,59.2,http://signage.unitedcenter.com/tvguide/crestron/tvicons/USA.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,USA.png
UTOO,26.2,http://signage.unitedcenter.com/tvguide/crestron/tvicons/YESNetwork.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,YESNetwork.png
VH1,39,http://signage.unitedcenter.com/tvguide/crestron/tvicons/VH1.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,VH1.png
WCIU ,26.1,http://signage.unitedcenter.com/tvguide/crestron/tvicons/YESNetwork.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,YESNetwork.png
Weather ,31,http://signage.unitedcenter.com/tvguide/crestron/tvicons/TheWeatherChannel.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,TheWeatherChannel.png
WGN ,9.1,http://signage.unitedcenter.com/tvguide/crestron/tvicons/WGNAmerica.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,WGNAmerica.png
WPWR,50.1,http://signage.unitedcenter.com/tvguide/crestron/tvicons/YESNetwork.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,YESNetwork.png
WTTW,11.1,http://signage.unitedcenter.com/tvguide/crestron/tvicons/YESNetwork.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,YESNetwork.png
WTTW Create,11.3,http://signage.unitedcenter.com/tvguide/crestron/tvicons/YESNetwork.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,YESNetwork.png
WTTW Prime,11.2,http://signage.unitedcenter.com/tvguide/crestron/tvicons/YESNetwork.png,http://,signage.unitedcenter.com/tvguide/,crestron/,tvicons/,YESNetwork.png
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
